Iout (IBIAS=2e-09) X,Iout (IBIAS=2e-09) Y,Iout (IBIAS=5e-09) X,Iout (IBIAS=5e-09) Y,Iout (IBIAS=1e-08) X,Iout (IBIAS=1e-08) Y,Iout (IBIAS=1.5e-08) X,Iout (IBIAS=1.5e-08) Y,Iout (IBIAS=2.5e-08) X,Iout (IBIAS=2.5e-08) Y
-0.2466000000000009,5.158559313410304e-10,-0.2466000000000009,5.418637010608692e-10,-0.2466000000000009,5.613060116739644e-10,-0.2466000000000009,5.760181312886305e-10,-0.2466000000000009,6.022673098491035e-10
-0.2460000000000009,5.159202634884168e-10,-0.2460000000000009,5.420508022379692e-10,-0.2460000000000009,5.617048692193459e-10,-0.2460000000000009,5.766333069071213e-10,-0.2460000000000009,6.03323578331184e-10
-0.245400000000001,5.159859594426663e-10,-0.245400000000001,5.422416292314374e-10,-0.245400000000001,5.621115328680436e-10,-0.245400000000001,5.772604807803794e-10,-0.245400000000001,6.044004619695526e-10
-0.244800000000001,5.16053044924766e-10,-0.244800000000001,5.424362531460168e-10,-0.244800000000001,5.625261531399864e-10,-0.244800000000001,5.778998849843657e-10,-0.244800000000001,6.054983648664281e-10
-0.244200000000001,5.161215460747039e-10,-0.244200000000001,5.426347463690264e-10,-0.244200000000001,5.629488830401528e-10,-0.244200000000001,5.78551756966149e-10,-0.244200000000001,6.066176990008741e-10
-0.243600000000001,5.161914896143401e-10,-0.243600000000001,5.428371829424014e-10,-0.243600000000001,5.633798787114374e-10,-0.243600000000001,5.792163382089936e-10,-0.243600000000001,6.077588847403416e-10
-0.243000000000001,5.162629029440249e-10,-0.243000000000001,5.43043637858094e-10,-0.243000000000001,5.63819299509764e-10,-0.243000000000001,5.798938753392123e-10,-0.243000000000001,6.089223504511181e-10
-0.242400000000001,5.163358136692715e-10,-0.242400000000001,5.432541878027772e-10,-0.242400000000001,5.642673075318414e-10,-0.242400000000001,5.805846196524908e-10,-0.242400000000001,6.101085336284251e-10
-0.241800000000001,5.164102499324142e-10,-0.241800000000001,5.434689110468542e-10,-0.241800000000001,5.647240682762425e-10,-0.241800000000001,5.812888275390585e-10,-0.241800000000001,6.113178799487769e-10
-0.241200000000001,5.164862410085811e-10,-0.241200000000001,5.436878873471582e-10,-0.241200000000001,5.65189750336302e-10,-0.241200000000001,5.82006760220078e-10,-0.241200000000001,6.125508443741705e-10
-0.240600000000001,5.165638158309398e-10,-0.240600000000001,5.439111977221852e-10,-0.240600000000001,5.656645257945383e-10,-0.240600000000001,5.827386841958199e-10,-0.240600000000001,6.138078909062711e-10
-0.240000000000001,5.166430043628312e-10,-0.240000000000001,5.44138925034738e-10,-0.240000000000001,5.661485698127501e-10,-0.240000000000001,5.834848712615849e-10,-0.240000000000001,6.150894927362002e-10
-0.2394000000000011,5.167238372490861e-10,-0.2394000000000011,5.44371153686754e-10,-0.2394000000000011,5.666420612614713e-10,-0.2394000000000011,5.842455984327112e-10,-0.2394000000000011,6.163961326375656e-10
-0.2388000000000011,5.168063456141559e-10,-0.2388000000000011,5.446079694875191e-10,-0.2388000000000011,5.671451822414584e-10,-0.2388000000000011,5.850211482143492e-10,-0.2388000000000011,6.177283029572227e-10
-0.2382000000000011,5.168905609203849e-10,-0.2382000000000011,5.448494601952852e-10,-0.2382000000000011,5.676581184149244e-10,-0.2382000000000011,5.858118088912844e-10,-0.2382000000000011,6.190865060132219e-10
-0.2376000000000011,5.169765157357854e-10,-0.2376000000000011,5.45095715081846e-10,-0.2376000000000011,5.681810592770289e-10,-0.2376000000000011,5.866178740937966e-10,-0.2376000000000011,6.204712541463504e-10
-0.2370000000000011,5.170642425990048e-10,-0.2370000000000011,5.453468250599383e-10,-0.2370000000000011,5.687141978444813e-10,-0.2370000000000011,5.87439643488981e-10,-0.2370000000000011,6.218830700143605e-10
-0.2364000000000011,5.171537753499733e-10,-0.2364000000000011,5.456028830829286e-10,-0.2364000000000011,5.692577308269276e-10,-0.2364000000000011,5.882774225717324e-10,-0.2364000000000011,6.233224865696754e-10
-0.2358000000000011,5.172451480796207e-10,-0.2358000000000011,5.45863983617337e-10,-0.2358000000000011,5.698118591610041e-10,-0.2358000000000011,5.891315228132882e-10,-0.2358000000000011,6.24790047716861e-10
-0.2352000000000011,5.173383953783323e-10,-0.2352000000000011,5.461302229664098e-10,-0.2352000000000011,5.703767872333154e-10,-0.2352000000000011,5.90002262034662e-10,-0.2352000000000011,6.262863081896767e-10
-0.2346000000000011,5.174335529376907e-10,-0.2346000000000011,5.464016995843302e-10,-0.2346000000000011,5.709527237111522e-10,-0.2346000000000011,5.908899641726132e-10,-0.2346000000000011,6.27811833704811e-10
-0.2340000000000012,5.175306567947409e-10,-0.2340000000000012,5.466785133084677e-10,-0.2340000000000012,5.715398811770943e-10,-0.2340000000000012,5.917949594368936e-10,-0.2340000000000012,6.293672015387762e-10
-0.2334000000000012,5.176297438910054e-10,-0.2334000000000012,5.469607664361108e-10,-0.2334000000000012,5.721384764515697e-10,-0.2334000000000012,5.927175848739862e-10,-0.2334000000000012,6.309530006533956e-10
-0.2328000000000012,5.177308516648403e-10,-0.2328000000000012,5.472485626879096e-10,-0.2328000000000012,5.727487306132724e-10,-0.2328000000000012,5.936581837866955e-10,-0.2328000000000012,6.32569831469711e-10
-0.2322000000000012,5.178340183781712e-10,-0.2322000000000012,5.475420083721648e-10,-0.2322000000000012,5.733708690238579e-10,-0.2322000000000012,5.946171069099676e-10,-0.2322000000000012,6.342183068637681e-10
-0.2316000000000012,5.179392829680619e-10,-0.2316000000000012,5.478412113315407e-10,-0.2316000000000012,5.740051212888893e-10,-0.2316000000000012,5.955947112691649e-10,-0.2316000000000012,6.358990519007651e-10
-0.2310000000000012,5.180466852635078e-10,-0.2310000000000012,5.481462818542418e-10,-0.2310000000000012,5.746517218095003e-10,-0.2310000000000012,5.965913612689867e-10,-0.2310000000000012,6.376127039501034e-10
-0.2304000000000012,5.181562656491901e-10,-0.2304000000000012,5.484573318800455e-10,-0.2304000000000012,5.753109093130893e-10,-0.2304000000000012,5.97607428197113e-10,-0.2304000000000012,6.393599136925106e-10
-0.2298000000000012,5.182680653824195e-10,-0.2298000000000012,5.487744760110137e-10,-0.2298000000000012,5.759829273926385e-10,-0.2298000000000012,5.986432913152399e-10,-0.2298000000000012,6.411413445183144e-10
-0.2292000000000012,5.183821265151222e-10,-0.2292000000000012,5.490978309392816e-10,-0.2292000000000012,5.766680242953611e-10,-0.2292000000000012,5.996993369648476e-10,-0.2292000000000012,6.429576732585902e-10
-0.2286000000000012,5.184984918137358e-10,-0.2286000000000012,5.494275152117897e-10,-0.2286000000000012,5.773664529691226e-10,-0.2286000000000012,6.007759589857014e-10,-0.2286000000000012,6.448095905401629e-10
-0.2280000000000013,5.186172048849295e-10,-0.2280000000000013,5.497636501623638e-10,-0.2280000000000013,5.780784717442489e-10,-0.2280000000000013,6.018735594367031e-10,-0.2280000000000013,6.466978006298e-10
-0.2274000000000013,5.187383103034275e-10,-0.2274000000000013,5.501063592305249e-10,-0.2274000000000013,5.788043434895854e-10,-0.2274000000000013,6.029925480665875e-10,-0.2274000000000013,6.486230221489883e-10
-0.2268000000000013,5.188618533082958e-10,-0.2268000000000013,5.504557681385697e-10,-0.2268000000000013,5.795443365062547e-10,-0.2268000000000013,6.041333427714887e-10,-0.2268000000000013,6.505859882437177e-10
-0.2262000000000013,5.18987880085437e-10,-0.2262000000000013,5.508120051758054e-10,-0.2262000000000013,5.802987244003267e-10,-0.2262000000000013,6.0529636984014e-10,-0.2262000000000013,6.525874464671125e-10
-0.2256000000000013,5.191164376017414e-10,-0.2256000000000013,5.51175201055013e-10,-0.2256000000000013,5.810677860497603e-10,-0.2256000000000013,6.064820639781118e-10,-0.2256000000000013,6.546281598559594e-10
-0.2250000000000013,5.192475740271153e-10,-0.2250000000000013,5.51545489110625e-10,-0.2250000000000013,5.818518054957525e-10,-0.2250000000000013,6.076908684055765e-10,-0.2250000000000013,6.56708906472504e-10
